human_gene	chicken_gene
HSD17B11	HSD17B13
HSD17B11	HSD17B11
DYNC1LI1	DYNC1LI1
DGKQ	DGKQ
NSMCE1	NSMCE1
TOR1AIP2	TOR1AIP2
SNRK	SNRK
EXOC1	EXOC1
CDR2	CDR2
ZDHHC23	ZDHHC23
S100A4	S100A4
NOMO2	PM5
CCR3	CCR2
CCR3	CCR5
LMLN	LMLN
GREM2	GREM2
FMO5	DM5L
COPE	COPE
STAT5B	STAT5A
PIK3R4	PIK3R4
PTPRE	PTPRE
RARA	RARA
NDRG4	NDRG4
KATNA1	KATNA1
RPUSD3	RPUSD3
SSX2IP	SSX2IP
ATP11B	ATP11B
MTHFD1L	MTHFD1L
SLC39A12	SLC39A12
TBC1D9	TBC1D9
HIF1AN	HIF1AN
PAPSS1	PAPSS1
DGKE	DGKE
TUBGCP2	TUBGCP2
STX8	STX8
ANKS1A	ANKS1A
RASSF1	RASSF1
FAM193A	FAM193A
ARHGAP22	ARHGAP22
GP9	GP9
SHMT1	SHMT1
DHX30	DHX30
CAP1	CAP1
RDX	RDX
RUFY2	RUFY2
CORO1C	CORO1C
CYP4F12	CYP4B7
ZNF511	ZFP511
SLC35B3	SLC35B3
MKX	MKX
SLC43A3	SLC43A3
PIK3CB	PIK3CB
YME1L1	YME1L1
QRFPR	QRFPR
AP1AR	AP1AR
MYBPC2	MYBPC2
PDS5A	PDS5A
ALG1	ALG1
LARP4	LARP4
SMIM8	SMIM8
CEP20	FOPNL
ADGRG6	ADGRG6
MASTL	MASTL
PLCL2	PLCL2
TMCC1	TMCC1
ENO4	ENO4
DYDC2	DYDC2
BMERB1	BMERB1
UPF2	UPF2
SCNN1B	SCNN1B
PIK3CA	PIK3CA
CD3G	CD3D
HOGA1	HOGA1
SCGN	SCGN
SEC23IP	SEC23IP
KHDRBS2	KHDRBS2
RGL2	RGL2
RPAIN	RPAIN
HGD	HGD
RCC1L	RCC1L
RNF41	RNF41
ANKRD24	ANKRD24
IFT140	IFT140
SCPEP1	SCPEP1
HK1	HK1
CORO1B	CORO1B
USP53	USP53
GNA12	GNA12
HDGFL2	HDGFRP2
PTGES3	PTGES3
SLC29A4	SLC29A4
MELTF	MELTF
PAFAH2	PAFAH2
PGCKA1	C4ORF19
SLC9B2	SLC9B2
SLC13A1	SLC13A1
RNF123	RNF123
TSPAN18	TSPAN18
TELO2	TELO2
GET4	GET4
MRAP2	MRAP2
CDK18	CDK18
BACH2	BACH2
SMARCD2	SMARCD2
NABP2	NABP2
AMZ1	AMZ2
SMARCAD1	SMARCAD1
BRPF3	BRPF3
ASRGL1	ASRGL1
GARS1	GARS1
CNTN1	CNTN1
JHY	C11orf63
SLC43A2	SLC43A2
CUL2	CUL2
PDGFD	PDGFD
RBM7	RBM7
FIS1	FIS1
ANAPC4	ANAPC4
ADGRF5	ADGRF5
TP53I11	TP53I11
NUP42	NUP42
NUP42	NUP42L4
PPM1G	PPM1G
ATXN2	ATXN2
PIP5K1C	PIP5K1C
SGCA	SGCA
SEPTIN10	SEPTIN14
SCIN	SCIN
NETO2	NETO2
DHCR7	DHCR7
GIMAP7	GIMAP7L5
GIMAP7	GIMAP8
F11R	F11R
STEAP1	STEAP1
N4BP1	N4BP1
CALU	CALU
SLC39A11	SLC39A11
VPS9D1	VPS9D1
TRMT1L	TRMT1L
ADAM11	ADAM11
MBOAT1	MBOAT1
BCKDHA	BCKDHA
HSF4	HSF4
EPB41L2	EPB41L2
TRAF5	TRAF5
ECHS1	ECHS1
PROM1	PROM1
CEP112	CEP112
ING5	ING5
PCGF6	PCGF6
PLK3	PLK3
SLC7A6	SLC7A6
EEF2	EEF2
VPS8	VPS8
PLXDC2	PLXDC2
CFLAR	CFLAR
GSTM2	GSTA2
AKR1C1	AKR1B10
MLKL	MLKL
DFFA	DFFA
HOXB6	HOXB6
STN1	STN1
DOC2B	DOC2B
DNAAF1	DNAAF1
USP22	USP22
LAD1	LAD1
MYH11	MYH11
CNNM2	CNNM2
SPATA20	SPATA20
ACAA1	ACAA1
MMS19	MMS19
THY1	THY1
CLK1	CLK1
KDM2A	KDM2A
SLC45A3	SLC45A3
RARG	RARG
KLF7	KLF7
SCRN1	SCRN1
TSEN15	TSEN15
CXCR2	CXCR1
NOD1	NOD1
DYNLT4	TCTEX1D4
KANSL3	KANSL3
CLNS1A	CLNS1A
RNF2	RNF2
FSTL1	FSTL1
ADIPOR1	ADIPOR1
RPN1	RPN1
HIBADH	HIBADH
RFX4	RFX4
AATF	AATF
TMEM144	TMEM144
GMPPB	GMPPB
PAK1	PAK1
MAFG	MAFG
MFSD2A	MFSD2A
NKIRAS2	NKIRAS2
PDGFA	PDGFA
RSPH10B2	RSPH10B
CIAO1	CIAO1
IGF2BP2	IGF2BP2
LNPK	LNPK
MINDY1	FAM63A
CCM2	CCM2
MGST2	MGST2
ZNF512	ZNF512
APBB2	APBB2
TUFT1	TUFT1
MYO9B	MYO9B
ADCY3	ADCY3
ST6GAL1	ST6GAL1
MAP3K8	MAP3K8
WEE2	WEE2
HOXA3	HOXA3
IDE	IDE
MALSU1	MALSU1
ACHE	ACHE
SLC35F2	SLC35F2
GSTM4	GSTM2
TPK1	TPK1
TSKU	TSKU
FCSK	FUK
PTPN5	PTPN5
DEDD	DEDD
ERLIN1	ERLIN1
MRPS12	MRPS12
DDX21	DDX21
MCRIP1	MCRIP1
LIG1	LIG1
AFG2A	SPATA5
P2RY12	P2RY12
CCDC191	CCDC191
NDUFS1	NDUFS1
GUCY1B1	GUCY1B3
MUSTN1	MUSTN1
NDEL1	NDEL1
TMEM39A	TMEM39A
PIH1D2	PIH1D2
MAP1LC3C	MAP1LC3C
ZNF672	ZNFY2
ZNF672	ZNFY4
ZNF672	OZFL1
ZNF672	ZNF302
ZNF672	ZNFY1
ZNF672	ZNFY3
ZNF672	ZNF606
ZNF672	ZNF624
MITF	MITF
TAF1C	TAF1C
BMAL2	ARNTL2
PMP22	PMP22
OAT	OAT
TMEM131L	TMEM131L
PLEKHA6	PLEKHA6
BMAL1	ARNTL
ACTR1A	ACTR1A
BICDL1	BICDL1
NUDT13	NUDT13
LMBR1	LMBR1
EPS8	EPS8
GDI2	GDI1
NCOA7	NCOA7
ZDHHC1	ZDHHC1
PLCD1	PLCD1
CASP3	CASP3
GPS1	GPS1
KPTN	KPTN
ZMYND11	ZMYND11
MSLN	MSLN
NMRK2	NMRK2
IRF5	IRF5
MZT2B	MZT2B
RPL37A	RPL37A
KAT2B	KAT2B
CYP1B1	CYP1B1
RFX5	RFX5
ITIH3	ITIH3
ZFP36L2	ZFP36L2
PCGF1	PCGF1
USH1C	USH1C
DDX51	DDX51
MTO1	MTO1
DNAJB6	DNAJB6
TRMT61B	TRMT61B
RAB35	RAB35
PFKFB4	PFKFB4
REV1	REV1
LPAR5	LPAR5
STK38L	STK38L
OTUB1	OTUB1
PI4KB	PI4KB
KCNJ5	KCNJ5
AMOTL1	AMOTL1
SLC35B1	SLC35B1
MCAM	MCAM
RPSA	RPSA2
LIMD2	LIMD2
CEP164	CEP164
CLDN18	CLDN18
RUNDC1	RUNDC1
METTL24	METTL24
VPS54	VPS54
THBS2	THBS2
NDE1	NDE1
PLOD2	PLOD2
NCAPD3	NCAPD3
UBR3	UBR3
PREP	PREP
ATP5MF	ATP5J2
LMF1	LMF1
DCAF6	DCAF6
PDCD10	PDCD10
WDR91	WDR91
GAS8	GAS8
MGST1	MGST1
CLIP4	CLIP4
KCNK17	KCNK17
FILIP1	FILIP1
PEX6	PEX6
SSTR5	SSTR5
TRIM50	TRIM50
SLC12A4	SLC12A4
C2CD5	C2CD5
CD36	CD36
PPAN	PPAN
VPS26B	VPS26B
B4GALNT4	B4GALNT4
STK38	STK38
CASP5	CASP14
CASP5	CASP18
HLA-DMA	DMA
MICAL1	MICAL1
EXT2	EXT2
DNAJB11	DNAJB11
RAD18	RAD18
HMOX2	HMOX2
ADIPOQ	ADIPOQ
VTN	VTN
GALNT18	GALNT18
NCEH1	NCEH1
PIGS	PIGS
ABCC5	ABCC5
DKK3	DKK3
DHX58	DHX58
MMADHC	MMADHC
PGLYRP2	PGLYRP2
PDIA2	PDIA2
ACTG1	ACTG1
ARRDC2	ARRDC2
TBC1D24	TBC1D24
RMDN2	RMDN2
POLD1	POLD1
PAQR7	PAQR7
DCP1A	DCP1A
MAPKAPK2	MAPKAPK2
SLC35G2	SLC35G2
ARHGEF16	ARHGEF16
EIF4A2	EIF4A2
RNF103	RNF103
STAT2	STAT2
FARP2	FARP2
FBXO3	FBXO3
HDAC1	HDAC1
SPSB3	SPSB3
COPS3	COPS3
BCO2	BCO2
ZDHHC14	ZDHHC14
UAP1	UAP1
LTV1	LTV1
GORASP1	GORASP1
JMJD8	JMJD8
MTCH1	MTCH1
EMG1	EMG1
SSB	SSB
ADCY6	ADCY6
PTK7	PTK7
PICALM	PICALM
ARMH1	C1orf228
ESPL1	ESPL1
STUB1	STUB1
B3GNT5	B3GNT5
ATP2B4	ATP2B4
REL	REL
MYL4	MYL4
ACAP2	ACAP2
ETNK1	ETNK1
POLR3E	POLR3E
EIF2AK2	EIF2AK2
POLDIP2	POLDIP2
ATP2B1	ATP2B1
RFX2	RFX2
SMYD4	SMYD4
GOLPH3L	GOLPH3L
RBFOX3	RBFOX3
IFT122	IFT122
CAPZB	CAPZB
LILRB4	CHIR-IG1-5
LILRB4	CHIR1AB3
LILRB4	CHIR-AB-600
LILRB4	CHIR-AB-502
LILRB4	IGSF1
LILRB4	CHIR-AB-487
LILRB4	CHIR-B3
SARS1	SARS1
TNFAIP1	TNFAIP1
CCDC170	CCDC170
SUCLG1	SUCLG1
CMTR2	CMTR2
ZBTB16	ZBTB32
QRSL1	QRSL1
TOMM70	TOMM70
SPG7	SPG7
ANAPC7	ANAPC7
SUGP1	SUGP1
SUPT6H	SUPT6H
LMCD1	LMCD1
SESTD1	SESTD1
ACAT1	ACAT1
TOP2B	TOP2B
TOR3A	TOR3A
CEP68	CEP68
CACNA2D1	CACNA2D1
TARBP1	TARBP1
UNC93B1	UNC93B1
GPR155	GPR155
CPM	CPM
STAP2	STAP2
SSH3	SSH3
SNX9	SNX9
SEC22B	SEC22B
ERMARD	ERMARD
LTA4H	LTA4H
BRINP2	BRINP2
DLD	DLD
TTC13	TTC13
ARPC4	ARPC4
PRDM11	PRDM11
RAB17	RAB17
PRPSAP2	PRPSAP2
TADA3	TADA3
YJEFN3	YJEFN3
WTAP	WTAP
ELMOD1	ELMOD1
PNPT1	PNPT1
HMBS	HMBS
EIF4B	EIF4B
LSM14A	LSM14A
EDN1	EDN1
STEAP1B	STEAP1
EPHB3	EPHB3
PRKCB	PRKCB
TNFAIP3	TNFAIP3
UPP1	UPP1
PSMD6	PSMD6
PLAGL1	PLAGL1
SIRT6	SIRT6
MYL3	MYL3
EMC8	EMC8
URB2	URB2
GPRC5B	GPRC5B
GGPS1	GGPS1
GAMT	GAMT
SV2A	SV2A
RIPOR1	FAM65A
BCAP29	BCAP29
SLMAP	SLMAP
ISYNA1	ISYNA1
PLA2G4A	PLA2G4A
ATG13	ATG13
SPPL3	SPPL3
RALA	RALA
TGFBR3	TGFBR3
ABCD2	ABCD2
MPV17	MPV17
TMEM263	TMEM263
SAFB	SAFB
SAFB	SAFB2
VIPR2	VIPR2
EEA1	EEA1
USP30	USP30
LRRC46	LRRC46
MYH10	MYH10
ITGB1BP1	ITGB1BP1
IKBKE	IKBKE
ARHGDIG	ARHGDIG
UBE3B	UBE3B
ACSF3	ACSF3
PIGZ	PIGZ
XIRP1	XIRP1
CSRNP1	CSRNP1
CLEC18A	CLEC18B
TSEN2	TSEN2
GSTM3	GSTM3
PMM2	PMM2
FBXL2	FBXL2
NFASC	NFASC
ADAT1	ADAT1
CAPN15	CAPN15
AZI2	AZI2
SLC5A7	SLC5A7
BBS2	BBS2
KDELR2	KDELR2
ECEL1	ECEL1
KCNC2	KCNC2
FBLIM1	FBLIM1
HBP1	HBP1
NOC4L	NOC4L
SLC27A1	SLC27A1
SFMBT1	SFMBT1
STRN	STRN
COX14	COX14
ARL6IP4	ARL6IP4
MTMR14	MTMR14
GLS	GLS2
FAM133B	FAM133B
HLX	HLX
NCOA1	NCOA1
AHCTF1	AHCTF1
LDAF1	TMEM159
SCARF1	SCARF1
OGFOD1	OGFOD1
SERPINI1	SERPINI1
MYOG	MYOG
DRAM2	DRAM2
GOSR1	GOSR1
TERF2	TERF2
CACNA2D3	CACNA2D3
CLCN1	CLCN1
ACSM3	ACSM3
EEF1G	EEF1G
SENP7	TXNL4B
SP4	SP4
SEC14L1	SEC14L1
SIRT4	SIRT4
GTPBP10	GTPBP10
IFFO2	IFFO2
GREB1	GREB1
WSB2	WSB2
FAM76A	FAM76A
MPHOSPH9	MPHOSPH9
HARBI1	HARBI1
COL1A2	COL1A2
FCHSD2	FCHSD2
HEATR5B	HEATR5B
CRYZ	CRYZ
GNB4	GNB4
PPP1R12A	PPP1R12A
RRP9	RRP9
KXD1	KXD1
HRH1	HRH1
PLEKHB2	PLEKHB2
ELMO3	ELMO3
PTH1R	PTH2R
NLK	NLK
CHST1	CHST1
FASTK	FASTK
MIEF2	MIEF2
STT3A	STT3A
RAI1	RAI1
GALNT6	GALNT6
SLC25A39	SLC25A39
NUB1	NUB1
ICMT	ICMT
C3AR1	C3AR1L
THUMPD1	THUMPD1
MECR	MECR
NOP2	NOP2
SMARCA4	SMARCA4
NFE2L2	NFE2L2
MMP15	MMP15
DNAJA3	DNAJA3
PRDM10	PRDM10
CSF3R	CSF3R
COLQ	COLQ
NDC1	NDC1
DCAKD	DCAKD
STAT1	STAT1
GTF2E1	GTF2E1
P2RY6	P2RY6
METTL27	WBSCR27
SNX13	SNX13
ZXDC	ZXDC
RPLP2	RPLP2
ODF2L	ODF2L
PHF21A	PHF21A
ZBTB20	ZBTB20
GNAI1	GNAI1
AMIGO2	AMIGO2
TWF1	TWF1
HNRNPU	HNRNPU
VSTM5	VSTM5
SLC41A2	SLC41A2
SULT1A2	SULT
SULT1A2	SULT6B1L
DGAT2	DGAT2
WNT11	WNT11
TSPAN32	TSPAN32
FHOD1	FHOD1
TSPAN8	TSPAN8
GGA3	GGA3
POMZP3	ZP3
POMZP3	ZP3L1
POMZP3	ZP3L2
ELF5	ELF5
CCDC92	CCDC92
SLC35F5	SLC35F5
GOLIM4	GOLIM4
ZC3H18	ZC3H18
RAPGEF3	RAPGEF3
NDUFS3	NDUFS3
PTGFR	PTGFR
ENSA	ENSA
TRIM54	TRIM54
AHCYL2	AHCYL2
NBR1	NBR1
ATP1A1	ATP1A1
CMTM3	CMTM3
GMPPA	GMPPA
SLC26A6	SLC26A6
SPTBN2	SPTBN2
FOXP2	FOXP2
CDH15	CDH15
LBR	LBR
KIAA0513	KIAA0513
CDON	CDON
AMHR2	AMHR2
SPIRE2	SPIRE2
GPATCH3	GPATCH3
ANAPC5	ANAPC5
LONP2	LONP2
MTMR4	MTMR4
TANC1	TANC1
LRP8	LRP8
FNBP4	FNBP4
CEP19	CEP19
ABCA3	ABCA3
NOL11	NOL11
PLD1	PLD1
EPS8L2	EPS8L2
NIF3L1	NIF3L1
SMPD4	SMPD4
LUM	LUM
MLF2	MLF2
OSBPL10	OSBPL10
JUP	JUP
ARPC1A	ARPC1A
CHDH	CHDH
SRL	SRL
TOLLIP	TOLLIP
CYBA	CYBA
CCR9	CCR9
INSC	INSC
ACAD9	ACAD9
IRX5	IRX5
EEPD1	EEPD1
CYLD	CYLD
SART3	SART3
POLR2J3	POLR2J
SFRP4	SFRP4
MLPH	MLPH
SLC36A4	SLC36A4
SLC35A5	SLC35A5
BLTP2	KIAA0100
RASA4	RASA4B
TMEM94	TMEM94
GRM5	GRM5
APEH	APEH
PTHLH	PTHLH
DRAM1	DRAM1
DENR	DENR
FOXJ2	FOXJ3
TYW1	TYW1
TMEM116	TMEM116
KLHL20	KLHL20
CTSD	CTSD
ABCB1	ABCB1LA
ATG4C	ATG4C
IFI30	IFI30
CDK17	CDK17
TECR	TECR
PRMT3	PRMT3
BOC	BOC
TRAFD1	TRAFD1
ST14	ST14
NOMO3	PM5
LYPD6B	LYPD6B
BSDC1	BSDC1
RUNDC3B	RUNDC3B
SLC15A4	SLC15A4
METTL21A	METTL21A
PAK2	PAK2
FERMT3	FERMT3
NAT9	NAT9
COBL	COBL
ADGRD1	ADGRD1
MGLL	MGLL
IL18R1	IL18R1
IMP4	IMP4
CEP15	C3orf14
MYO7A	MYO7A
HJV	HJV
ZNF148	ZNF148
CPLANE2	RSG1
S1PR1	S1PR1
MCOLN2	MCOLN2
SLC13A2	SLC13A2
MEMO1	MEMO1
PINK1	PINK1
CERS5	CERS5
CDK5R1	CDK5R1
DEF8	DEF8
TMOD4	TMOD4
GTF3C3	GTF3C3
STRADA	STRADA
SDSL	SDSL
EPHX1	EPHX1
DYNC2I1	WDR60
OLFM2	OLFM2
CAPG	CAPG
SSR3	SSR3
ASIC1	ASIC1
RABGEF1	RABGEF1
LAMB2	LAMB2
RNF34	RNF34
RPL3L	RPL3L
SCARB1	SCARB1
TMEM248	TMEM248
CARS1	CARS
HSD11B1L	HSD11B1L
HPS3	HPS3
CDK6	CDK6
COX4I1	COX4I1
SBDS	SBDS
SCAMP3	SCAMP3
LLGL2	LLGL2
GFM1	GFM1
AGAP3	AGAP3
ROGDI	ROGDI
UBXN11	UBXN11
RIMBP2	RIMBP2
SCAP	SCAP
TNNI3K	TNNI3K
YIPF4	YIPF4
RAMP1	RBM44
PRADC1	PRADC1
TRPT1	TRPT1
PYROXD1	PYROXD1
AGRP	AGRP
INSIG2	INSIG2
DNAJA2	DNAJA2
ATG4B	ATG4B
CLEC2B	YLEC8
CLEC2B	YLEC17
CLEC2B	YLEC18
CLEC2B	YLEC12
CLEC2B	YLEC13
CRLF1	CRLF1
PIGQ	PIGQ
HOMER3	HOMER3
PTPMT1	PTPMT1
TRPC6	TRPC6
GAPDH	GAPDH
B4GALT3	B4GALT3
CD47	CD47
TNPO3	TNPO3
LSP1	LSP1P1
HEMK1	HEMK1
KLHDC4	KLHDC4
EFEMP1	EFEMP1
ZDHHC3	ZDHHC3
CACHD1	CACHD1
TMIGD1	TMIGD1
RPS2	RPS2
RHBDF2	RHBDF2
PADI2	PADI2
C3orf18	C3orf18
ZBTB44	ZBTB44
HPCAL4	HPCAL4
NPPB	NPPA
SRSF10	SRSF10
SIGIRR	SIGIRR
LRRN3	LRRN3
RECQL	RECQL
AGK	AGK
C1orf116	C1orf116
KBTBD4	KBTBD4
USP13	USP13
D2HGDH	D2HGDH
UCP3	UCP3
SLC25A19	SLC25A19
CLUAP1	CLUAP1
SLC6A13	SLC6A13
NTNG1	NTNG1
HINFP	HINFP
C1orf35	C1orf35
MVK	MVK
MFSD4A	MFSD4A
EDC4	EDC4
KPNA4	KPNA4
MEIS1	MEIS1
TNKS1BP1	TNKS1BP1
DHRS3	DHRS3
VSIG10	VSIG10
CDK14	CDK14
CSRP2	CSRP2
PSMD13	PSMD13
IQCG	IQCG
GALK1	GALK1
UBXN2A	UBXN2A
LRRC23	LRRC23
PCYT2	PCYT2
GLT8D1	GLT8D1
CCDC93	CCDC93
KBTBD3	KBTBD3
CHCHD2	CHCHD2
NELL1	NELL1
IQCD	IQCD
NUTF2	NUTF2
UPK3BL1	UPK3BL
DDC	DDC
TSPAN19	TSPAN19
GLTP	GLTP
TCTN2	TCTN2
ABCB10	ABCB10
ZDBF2	ZDBF2
RERG	RERG
SLC6A12	SLC6A12
PPIG	PPIG
JAM3	JAM3
MUTYH	MUTYH
PIK3C2A	PIK3C2A
FAM124B	FAM124B
RTN4	RTN4
FDX1	FDX1
ADM	ADM
PPHLN1	PPHLN1
PSMD12	PSMD12
VKORC1L1	VKORC1L1
LMO1	LMO1
CYCS	CYCS
OTOP3	OTOP3
GNGT2	GNGT2
ASB3	ASB3
SNF8	SNF8
ACCS	ACCSL
IHO1	CCDC36
GLOD4	GLOD4
NUDCD3	NUDCD3
RAD54L2	RAD54L2
MRGPRF	MRGPRH
NDUFV1	NDUFV1
OGDH	OGDH
CENPT	CENPT
ILKAP	ILKAP
MRPL38	MRPL38
ZBTB38	ZBTB38
CA4	CA4
SLC16A6	SLC16A6
ABCA5	ABCA5
RAB3IL1	RAB3IL1
CCNL1	CCNL1
USP7	USP7
AAMP	AAMP
HYOU1	HYOU1
GRAP	GRAPL
SLC11A2	SLC11A2
CCDC66	CCDC66
GCGR	GCGR
QPCT	QPCT
BANP	BANP
SOCS5	SOCS5
SLC8A1	SLC8A1
DARS1	DARS
SLC33A1	SLC33A1
SEMA3F	SEMA3F
UBE2G1	UBE2G1
TEN1	TEN1
ERLEC1	ERLEC1
NAA25	NAA25
GIT1	GIT1
COL6A3	COL6A3
GPR85	GPR85
TMEM52B	TMEM52B
COPG1	COPG1
C7orf25	C7orf25
CYP51A1	CYP51A1
PPTC7	PPTC7
ACSS3	ACSS3
LAT2	LAT2
CREBL2	CREBL2
GALNT9	GALNT9
EML3	EML3
KCTD6	KCTD6
GALNT15	GALNT15
MYO1A	MYO1A
FADS6	FADS6
DHX8	DHX8
POGLUT1	POGLUT1
STK39	STK39
NRF1	NRF1
SRPRB	SXPH
CHRD	CHRD
P2RX4	P2RX4
UNC45B	UNC45B
GALNT13	GALNT13
NCF2	NCF2
STXBP3	STXBP3
AASS	AASS
CAMK1	CAMK1
NUP107	NUP107
NLRX1	NLRX1
PPIL3	PPIL3
CNTN3	CNTN3
KRBOX5	CTC-575C13.4
CRB1	CRB1
THPO	THPO
DUS2	DUS2
CLDN16	CLDN16
CLCN2	CLCN2
IL12RB2	IL12RB2
TECPR1	TECPR1
FAM20A	FAM20A
PDE3B	PDE3B
USP37	USP37
PNPO	PNPO
MYL2	MYL2
TAC1	TAC1
PLEKHM1	PLEKHM1
METTL6	METTL6
SPON1	SPON1
ADCYAP1R1	ADCYAP1R1
SLC6A20	SLC6A20
FEZ1	FEZ1
CACNG1	CACNG1
FAM107A	FAM107A
ERGIC2	ERGIC2
PTPN12	PTPN12
POLR2H	POLR2H
PPP1R1C	PPP1R1C
IWS1	IWS1
TNN	TNN
KPNA1	KPNA1
VMP1	VMP1
APIP	APIP
MERTK	MERTK
RNASEL	RNASEL
DPEP2	DPEP2
GLMN	GLMN
ITGA6	ITGA6
FLI1	FLI1
SAMD9L	SAMD9L
EI24	EI24
OGFOD2	OGFOD2
PDHB	PDHB
SUN1	SUN1
EPN3	EPN3
FAM234A	FAM234A
PLBD2	PLBD2
SLC6A4	SLC6A4
RAB21	RAB21
HCLS1	HCLS1
GCC2	GCC2
PXN	PXN
S100A14	S100A14
GALM	GALM
LEFTY1	LEFTY1
GATA2	GATA2
SPSB1	SPSB1
CAPN10	CAPN10
STIMATE	STIMATE
RAB34	RAB34
FXR1	FXR1
CAPN2	CAPN2
FOXRED1	FOXRED1
NR1H3	NR1H3
CHMP3	CHMP3
NDUFAF7	NDUFAF7
ARHGAP29	ARHGAP29
AP2M1	AP2M1
GRIP1	GRIP1
ODC1	ODC
MARK1	MARK1
CX3CR1	CX3CR1
SMARCC1	SMARCC1
STAC3	STAC3
PPP4R3B	PPP4R3B
NELL2	NELL2
SLC30A2	SLC30A2
SERTAD4	SERTAD4
CAMKK1	CAMKK1
CCDC181	CCDC181
TAOK3	TAOK3
HPCA	HPCA
NOTUM	NOTUM
TBCD	TBCD
RHBG	RHBG
PPIH	PPIH
DENND5A	DENND5A
GNS	GNS
CCR2	CCR2
CCR2	CCR5
ZNF654	ZNF654
THUMPD2	THUMPD2
OBSL1	OBSL1
HIGD1A	HIGD1C
HNRNPR	HNRNPR
PALB2	PALB2
NTN4	NTN4
TBC1D23	TBC1D23
MOGAT2	MOGAT2
PKDCC	PKDCCA
ENO2	ENO2
GABPB2	GABPB2
ALG8	ALG8
RNPC3	RNPC3
APPL2	APPL2
ACTR8	ACTR8
ATP13A3	ATP13A3
OSBPL5	OSBPL5
RBMS3	RBMS3
NFYC	NFYC
RSPRY1	RSPRY1
PARPBP	PARPBP
PRSS23	PRSS23
DYNC1LI2	DYNC1LI2
ZNF143	ZNF143
SLC4A7	SLC4A7
PHKB	PHKB
AAAS	AAAS
MMP28	MMP28
RHOT1	RHOT1
SLC4A1AP	SLC4A1AP
DIP2B	DIP2B
RBM45	RBM45
WDR12	WDR12
TMEM117	TMEM117
RPL13	RPL13
PPP1R1A	PPP1R1A
RPAP3	RPAP3
PSMA1	PSMA1
NDUFB3	NDUFB3
NTHL1	NTHL1
MTX2	MTX2
CAPS2	CAPS2
DHX38	DHX38
CBX3	CBX3
PGM2L1	PGM2L1
CNRIP1	CNRIP1
KCNS3	KCNS3
ST3GAL4	C20orf173
MEAK7	TLDC1
ELMO1	ELMO1
FAM168B	FAM168B
FBXO31	FBXO31
NFYB	NFYB
ANO6	ANO6
MCFD2	MCFD2
KLHL18	KLHL18
KIF9	KIF9
AP5Z1	AP5Z1
GSDMB	GSDMA
SOCS2	SOCS2
MYLK3	MYLK3
ZDHHC17	ZDHHC17
VPS50	VPS50
CGGBP1	CGGBP1
SLC30A6	SLC30A6
ADIPOR2	ADIPOR2
ACAD11	ACAD11
ERBB2	ERBB2
SYT17	SYT17
AUP1	AUP1
HAGHL	HAGHL
ATF7IP	ATF7IP
UBP1	UBP1
CLCN7	CLCN7
HSPD1	HSPD1
VILL	VILL
WNT5B	WNT5B
WIPI1	WIPI1
RAB5B	RAB5B
FAAP100	FAAP100
MMD2	MMD2
MDFIC	MDFIC
CEP95	CEP95
GPNMB	GPNMB
USP5	USP5
KLHL10	KLHL10
PCOLCE2	PCOLCE2
MRPL10	MRPL10
GPRC5C	GPRC5C
COPB2	COPB2
VEZF1	VEZF1
LTBP1	LTBP1
MIOS	MIOS
FLII	FLII
ACKR4	ACKR4
EMP2	EMP2
MRPS22	MRPS22
IL6	IL6
DOK4	DOK4
POLD2	POLD2
DGKG	DGKG
PRMT8	PRMT1
TMPRSS13	TMPRSS13
ESYT1	ESYT1
ADGRG1	ADGRG1
HSD17B12	HSD17B12
DHX36	DHX36
BLZF1	BLZF1
PPFIA1	PPFIA1
DUS4L	DUS4L
IRF2BP2	IRF2BP2
LRRC8D	LRRC8D
C3orf33	C3orf33
AHR	AHR1A
DZIP1L	DZIP1L
FDPS	FDPS
STAB1	STAB1
RARRES2	RARRES2
IFT81	IFT81
E2F8	E2F8
IFT56	TTC26
SYNC	SYNC
SC5D	SC5D
TMEM98	TMEM98
GNB1	GNB1
KBTBD12	KBTBD12
GPER1	GPER1
ARHGDIB	ARHGDIB
FYCO1	FYCO1
CASD1	CASD1
LEMD3	LEMD3
SNX11	SNX11
THRB	THRB
TBK1	TBK1
H2AZ2	H2AZ2
RNF214	RNF214
SPHK1	SPHK1
CUX1	CUX1
PRKCA	PRKCA
CHRND	CHRND
SYTL2	SYTL2
STK36	STK36
SPRYD3	SPRYD3
POLR3B	POLR3B
DDX42	DDX42
CHRM2	CHRM2
ABCB4	ABCB1
NT5DC2	NT5DC2
ACSL3	ACSL3
CCDC47	CCDC47
SLC6A15	SLC6A15
USP4	USP4
RAD51D	RAD51D
PSMD9	PSMD9
PNKD	PNKD
RBM19	RBM19
SWAP70	SWAP70
ANXA4	ANXA4
SLCO2B1	SLCO2B1
MIS12	MIS12
SERPINF1	SERPINF1
LMBR1L	LMBR1L
C11orf97	C11orf97
CPT1A	CPT1A
SERPINF2	SERPINF2
EPHX4	EPHX3
FAM180B	FAM180B
WDR3	WDR3
LRRC4C	LRRC4C
CCT2	CCT2
MTMR11	MTMR11
PRRG4	PRRG4
RAB3GAP2	RAB3GAP2
NEUROD2	NEUROD2
PAWR	PAWR
ALKAL2	FAM150B
DCN	DCN
ITGB5	ITGB5
SLC4A3	SLC4A3
PTRH2	PTRH2
