Gene.name	Human.gene.name
ATP1A1	ATP1A1
SPSB4	SPSB4
NACAD	NACAD
MORN3	MORN3
TMCC2	TMCC2
DDX28	DDX28
GPR182	GPR182
gga-mir-190a	MIR190A
PLEKHM3	PLEKHM3
DIO1	DIO1
LRRC42	LRRC42
SLC25A36	SLC25A36
NUAK2	NUAK2
LDLRAD1	LDLRAD1
JAM3	JAM3
KLHDC8A	KLHDC8A
DPEP2	DPEP2
TMEM59	TMEM59
MYO1A	MYO1A
USH1C	USH1C
RHOF	RHOF
ADAM10	ADAM10
NEMP1	NEMP1
FADD	FADD
METTL21A	METTL21A
VPS26B	VPS26B
TCEANC2	TCEANC2
NAB2	NAB2
	INCENP
CCM2	CCM2
PXYLP1	PXYLP1
HIPK1	HIPK1
SETD1A	SETD1B
CREB1	CREB1
SLC12A4	SLC12A4
STAT6	STAT6
OLFML3	OLFML3
INCENP	INCENP
CDCP2	CDCP2
THYN1	THYN1
G6PC2	G6PC2
EPHA4	EPHA4
SIKE1	SIKE1
LRP1	LRP1
HPD	HPD
CYB5RL	CYB5RL
	SNORD12C
MYO1G	MYO1G
PAX3	PAX3
ACAD8	ACAD8
SPC25	SPC25
MRPL37	MRPL37
MAB21L3	MAB21L3
SYCP1	SYCP1
TPCN2	TPCN2
PSMD9	PSMD9
SNED1	SNED1
BCL7A	BCL7A
SLC6A2	SLC6A2
gga-mir-124a-2	MIR124-2
TSHB	TSHB
HOXC13	HOXC13
TSPAN2	TSPAN2
SLC22A15	SLC22A15
MTERF4	MTERF4
CERS6	CERS6
GRASP	TAMALIN
GLB1L2	GLB1L2
GLB1L2	GLB1L3
MLXIP	MLXIP
gga-mir-1a-1	MIR1-1
NECAB3	NECAB3
MMP2	MMP2
GIMAP6	GIMAP5
TESPA1	TESPA1
B3GAT1	B3GAT1
CASQ2	CASQ2
CCND1	CCND1
STK39	STK39
NR4A1	NR4A1
SSBP3	SSBP3
NGF	NGF
IRX6	IRX6
	FMNL3
SMARCD3	SMARCD3
SLC35G2	SLC35G2
VANGL1	VANGL1
SCN3B	SCN3B
IRX5	IRX5
IRX3	IRX3
CHPF2	CHPF2
SYT6	SYT6
SCLY	SCLY
EXOSC6	EXOSC6
ABCF2	ABCF2
B3GNT4	B3GNT4
CHD1L	CHD1L
LRRC43	LRRC43
TRIM33	TRIM33
BCAS2	BCAS2
DIABLO	DIABLO
VPS33A	VPS33A
ORAOV1	LTO1
ZCCHC8	ZCCHC8
PARS2	PARS2
FGF19	FGF19
TMEM39A	TMEM39A
FGF4	FGF4
DENND2C	DENND2C
B3GALT1	B3GALT1
FGF3	FGF3
SLC4A8	SLC4A8
	AIRE
ZMYND11	ZMYND11
ATG101	ATG101
STAC3	STAC3
AMPD1	AMPD1
SCN9A	SCN3A
R3HDM2	R3HDM2
ATP12A	ATP12A
PTTG1IP	PTTG1IP
NRAS	NRAS
RSRC2	RSRC2
ACOT11	ACOT11
SUMO3	SUMO3
B4GALT4	B4GALT4
KNTC1	KNTC1
INHBC	INHBC
LEXM	CIMAP2
ANO1	ANO1
TTC21B	TTC21B
CSDE1	CSDE1
DHCR24	DHCR24
HOXC12	HOXC12
UBE2G2	UBE2G2
DIP2C	DIP2C
VPS29	VPS29
GALNT3	GALNT3
SLC6A17	SLC6A17
GRAMD1B	GRAMD1B
TSPEAR	TSPEAR
RAD9B	RAD9B
MYL3	MYL3
PPTC7	PPTC7
SRSF3	SRSF3
CLMP	CLMP
ARHGAP31	ARHGAP31
TRPM2	TRPM2
PTH2R	PTH1R
ORMDL2	ORMDL2
CSRNP3	CSRNP3
RASSF7	RASSF7
DMAP1	DMAP1
SARNP	SARNP
TCTN1	TCTN1
LRRC56	LRRC56
HRAS	HRAS
OTOS	OTOS
HSPA8	HSPA8
AQP2	AQP2
UPK1B	UPK1B
ERI3	ERI3
	RNF220
COPS9	COPS9
HVCN1	HVCN1
CCDC12	CCDC12
RNH1	RNH1
TMEM53	TMEM53
CDKN1A	CDKN1A
BSX	BSX
AQP5	AQP5
ADIPOQ	ADIPOQ
PPP1CC	PPP1CC
RAB44	RAB44
C1orf228	ARMH1
SCN3A	SCN3A
ST6GAL1	ST6GAL1
CCDC63	CCDC63
CHKA	CHKA
C6orf89	C6orf89
MYL2	MYL2
SLC38A11	SLC38A11
RPS8	RPS8
NBEAL2	NBEAL2
C11orf63	JHY
	GPR35
PPP1R1A	PPP1R1A
KMT5B	KMT5B
IGSF11	IGSF11
CRTAM	CRTAM
PDE1B	PDE1B
COBLL1	COBLL1
KIF2C	KIF2C
GPR55	GPR55
CUX2	CUX2
TAS2R40	TAS2R39
TAS2R40	TAS2R40
GRB14	GRB14
NCKAP1L	NCKAP1L
BEST4	BEST4
	LTBR
	TNFRSF18
	TNFRSF10A
	CD27
	TNFRSF14
MTCH1	MTCH1
GTSF2	GTSF1L
UBASH3B	UBASH3B
ACSL3	ACSL3
HOXC8	HOXC8
HOXC11	HOXC11
FAM109A	PHETA1
SETD2	SETD2
GLI1	GLI1
PLK3	PLK3
KIF9	KIF9
C11orf24	C11orf24
SOX13	SOX13
SH2B3	SH2B3
COX14	COX14
ETNK2	ETNK2
	SNORD111B
SORL1	SORL1
	TSFM
	SNORA46
SNORA50A	SNORA50A
U6	RNU6-616P
gga-mir-138-2	MIR138-2
KCNE4	KCNE4
LRP5	LRP5
FIGN	FIGN
SC5D	SC5D
ARL2BP	ARL2BP
PTPN7	PTPN7
ATXN2	ATXN2
TECTA	TECTA
EVX2	EVX2
TCTEX1D4	DYNLT4
KLF7	KLF7
TBCEL	TBCEL
BRAP	BRAP
ENKD1	ENKD1
PPP6R3	PPP6R3
ZDBF2	ZDBF2
GRIK4	GRIK4
DEF6	DEF6
OBSCN	OBSCN
BTBD19	BTBD19
CPO	CPO
PTCH2	PTCH2
LGR6	LGR6
FASTKD2	FASTKD2
MDH1B	MDH1B
GAL	GAL
LDHD	LDHD
ALDH2	ALDH2
ZNF76	ZNF76
TESMIN	TESMIN
SCG2	SCG2
NUP93	NUP93
ZC3H11A	ZC3H11A
ZC3H11A	ZC3H11B
ZC3H11A	ZC3H11C
DYTN	DYTN
MAPKAPK5	MAPKAPK5
FAM237A	FAM237A
RPL10A	RPL10A
CPT1A	CPT1A
ARHGEF12	ARHGEF12
HEATR3	HEATR3
SNORD59A	SNORD59A
EIF2B3	EIF2B3
gga-mir-196-3	MIR196A2
SCUBE3	SCUBE3
RGS9BP	RGS9BP
GTSF1	GTSF1
TMEM116	TMEM116
KLHL18	KLHL18
NELFE	NELFE
TMEM136	TLCD5
AP1S3	AP1S3
SKIV2L	SKIC2
ERP29	ERP29
TMEM136-1	TLCD5
HECTD3	HECTD3
TCP11	TCP11X2
TCP11	TCP11X1
CATH1	CAMP
WNT9B	WNT9B
GPATCH1	GPATCH1
TBRG4	TBRG4
CCDC160	POU2F3
FADS1	FADS1
HOXC9	HOXC9
UROD	UROD
GPR1	CMKLR2
OAF	OAF
HOXC10	HOXC10
FADS2	FADS3
KLHL12	KLHL12
TRAFD1	TRAFD1
WNT3	WNT3
EEF1B2	EEF1B2
NAA25	NAA25
TRIM29	TRIM29
HECTD4	HECTD4
SERPINE2	SERPINE2
RNF26	RNF26
NDUFS1	NDUFS1
CHCHD10	CHCHD10
RAB3IL1	RAB3IL1
NSF	NSF
FAM124B	FAM124B
MMP11	MMP11
MEIOC	MEIOC
INO80D	INO80D
BEST1	BEST1
CUL3	CUL3
CCDC43	CCDC43
SMARCB1	SMARCB1
DBF4B	DBF4B
ANKS1A	ANKS1A
NECTIN1	NECTIN1
DERL3	DERL3
ITGA2B	ITGA2B
NRP2	NRP2
ZSWIM5	ZSWIM5
GJC2	GJC2
RABIF	RABIF
SOX14	SOX14
SLC2A11	SLC2A11
PLEKHM1	PLEKHM1
FOXL2	FOXL2
SCARNA10	SCARNA10
THY1	THY1
NEUROD1	NEUROD1
SLC2A11L1	SLC2A7
SLC2A11L1	SLC2A3
SLC2A11L1	SLC2A14
IBA57	IBA57
GUK1	GUK1
CERKL	CERKL
TAF11	TAF11L8
TAF11	LINC02218
TAF11	TAF11
TAF11	TAF11L11
TAF11	TAF11L13
TAF11	TAF11L7
TAF11	TAF11L3
TAF11	TAF11L9
TAF11	TAF11L2
TAF11	TAF11L6
TAF11	TAF11L10
TAF11	TAF11L4
TAF11	TAF11L14
TAF11	TAF11L12
TAF11	TAF11L5
HOXB13	HOXB13
gga-let-7b	MIR98
	SLC2A7
MPEG1	MPEG1
ITGA4	ITGA4
UHRF1BP1	BLTP3A
HPDL	HPDL
C1orf35	C1orf35
UBE2E3	UBE2E3
KPNA1	KPNA1
MUTYH	MUTYH
SLC2A11L4	SLC2A7
SNRPC	SNRPC
USP2	USP2
DTX4	DTX4
TOE1	TOE1
C6orf106	ILRUN
MIF	MIF
ARF1	ARF1
STAT3	STAT3
IPO9	IPO9
DDX51	DDX51
CNTF	CNTF
TESK2	TESK2
SPDEF	SPDEF
ZFP91	ZFP91
MFRP	MFRP
CWC22	CWC22
MMACHC	MMACHC
DLX3	DLX3
LZTR1	LZTR1
C1QTNF5	C1QTNF5
NEUROD2	NEUROD2
PACSIN1	PACSIN1
PRDX1	PRDX1
DDTL	DDT
DDTL	DDTL
LPXN	LPXN
WNT3A	WNT3A
RNPEP	RNPEP
RPS10	RPS10
LASP1	LASP1
ZNF385B	ZNF385B
MED1	MED1
CTNND1	CTNND1
WNT9A	WNT9A
CABIN1	CABIN1
CDK12	CDK12
SESTD1	SESTD1
NUDT3	NUDT3
SMIM29	SMIM29
TMX2	TMX2
MED19	MED19
AKR1A1	AKR1A1
FTSJ3	FTSJ3
TTC38L	TTC38
CRKL	CRKL
CRHR2	CRHR2
PSMC5	PSMC5
ZDHHC5	ZDHHC5
KLHL22	KLHL22
GIP	GIP
CCDC141	CCDC141
CLP1	CLP1
YPEL4	YPEL4
ENO2	ENO2
MED15	MED15
IFT70A	IFT70A
IFT70A	IFT70B
NAV1	NAV1
FZD7	FZD7
GARS1	GARS1
LRRC58	LRRC58
SMARCD2	SMARCD2
NASP	NASP
SERPING1	SERPING1
SMPD4	SMPD4
SNF8	SNF8
HMGA1	HMGA1
ATP5G1	ATP5MC1
SYT2	SYT2
UBE2L6	UBE2L6
GGT5	GGT5
GPBP1L1	GPBP1L1
TMEM69	TMEM69
CALCOCO2	CALCOCO2
IPP	IPP
TIMM10	TIMM10
FZD2	FZD2
PPP1R12B	PPP1R12B
CTDSPL	CTDSPL
GGT2	GGTLC2
GGT2	GGTLC3
GGT2	GGT1
GGT2	GGTLC1
FAM187A	FAM187A
RBP	RTBDN
SNORD14	SNORD14D
	OR4M1
	OR4M2
	OR4M2B
SNORD14	SNORD14C
gga-mir-34c	MIR34C
SNRPD3	SNRPD3
SLC43A3	SLC43A3
gga-mir-100	MIR100
gga-mir-34b	MIR34B
TFEB	TFEB
GUCD1	GUCD1
VILL	VILL
P2RX3	P2RX3
VPS11	VPS11
PRICKLE4	PRICKLE3
PLCD1	PLCD1
TOMM6	TOMM6
UPB1	UPB1
ADORA2A	ADORA2A
LASP1NB	LASP1NB
SSRP1	SSRP1
DLEC1	DLEC1
USP49	USP49
DIXDC1	DIXDC1
TNKS1BP1	TNKS1BP1
ACAA1	ACAA1
SPECC1L	SPECC1L
APLNR	APLNR
CSRP1	CSRP1
MED20	MED20
LRRC55	LRRC55
BCR	BCR
FJX1	FJX1
MYD88	MYD88
PLPP3	PLPP3
RAB36	RAB36
TNNI1	TNNI1
RSPH14	RSPH14
BYSL	BYSL
GNAZ	GNAZ
DNER	DNER
CCND3	CCND3
PRKAA2	PRKAA2
SLC22A13L	SLC22A13
MFF	MFF
THT2L	SLC19A3
FYB2	FYB2
XIRP1	XIRP1
SLC5A1	SLC5A1
C8A	C8A
LAD1	LAD1
	SNORD11
	SNORD70
YWHAH	YWHAH
SNORD11B	SNORD11B
	SNORA41
	SNORA41B
SNORD51	SNORD51
	SNORA21B
gga-mir-10a	MIR10A
SLC22A13	SLC22A13
LIPH	LIPH
gga-mir-10b	MIR10B
TAF8	TAF8
DEPDC5	DEPDC5
PLXDC1	PLXDC1
NMNAT3	NMNAT3
CSRNP1	CSRNP1
CHN1	CHN1
C8B	C8B
WDFY1	WDFY1
KRT24	KRT19
GORASP1	GORASP1
WDR48	WDR48
OLA1	OLA1
DAB1	DAB1
TNNT2	TNNT2
HOXD10	HOXD10
OMA1	OMA1
SCN1A	SCN1A
SCN1A	SCN2A
BTG2	BTG2
MYSM1	MYSM1
HOXB9	HOXB9
SCN10A	SCN10A
DCAKD	DCAKD
FMOD	FMOD
PRELP	PRELP
ADAM23	ADAM23
FAM117A	FAM117A
FGGY	FGGY
MICAL1	MICAL1
SMPD2	SMPD2
UBE2Z	UBE2Z
TEAD3	TEAD3
	SNORA54
SNORA52	SNORA52
TULP1	TULP1
JUN	JUN
FKBP5	FKBP5
IP6K1	IP6K1
	CDHR4
PNPLA2	PNPLA2
HOOK1	HOOK1
FAM212A	INKA1
	SNORA77
	SNORA77B
U4	RNU4-26P
U4	U4
U4	RNU4-53P
U6	RNU6-453P
CLPS	CLPS
gga-mir-130b	MIR301B
	MIR130A
AMT	AMT
NICN1	NICN1
GATA2	GATA2
gga-mir-454	MIR454
TPH1	TPH1
PLA2G1B	PLA2G1B
TH	TH
CDK18	CDK18
EEFSEC	EEFSEC
LHFPL5	LHFPL5
RUVBL1	RUVBL1
MFSD4A	MFSD4A
CLTCL1	CLTCL1
SEC61A1	SEC61A1
SRPK1	SRPK1
TNNT3	TNNT3
MGLL	MGLL
ELK4	ELK4
LIMK2	LIMK2
ABTB1	ABTB1
PGR2/3	PRG3
PGR2/3	PRG2
MLEC	MLEC
SLC26A8	SLC26A8
SEPTIN2L	SEPTIN14
RILPL1	RILPL1
ORAI1	ORAI1
SLC45A3	SLC45A3
ARHGEF3	ARHGEF3
NUCKS1	NUCKS1
CLIP1	CLIP1
MAPK14	MAPK14
IL17RD	IL17RD
MAPK13	MAPK13
HESX1	HESX1
GSTT1	GSTT2B
GSTT1	GSTT2
GSTT1	GSTT4
GSTT1	GSTO2
APPL1	APPL1
SNORD39	SNORD39
SNORD39	SNORD55
	SNORA35
	SNORA35B
ASB14	ASB14
	SNORD38A
	SNORD45A
RAB7L1	RAB29
	SNORD45C
DNAH12	DNAH12
BRPF3	BRPF3
SLC41A1	SLC41A1
ARF4	ARF4
PDE12	PDE12
PM20D1	PM20D1
TBC1D22B	TBC1D22B
PDE4B	PDE4B
SLC26A9	SLC26A9
DENND6A	DENND6A
OSBPL9	OSBPL9
PIM1	PIM1
CACNA1S	CACNA1S
RAB7B	RAB7B
AGBL4	AGBL4
CTSE	CTSE
AVPR1B	AVPR1B
FAM72A	FAM72C
FAM72A	FAM72A
FAM72A	FAM72B
FAM72A	FAM72D
SLMAP	SLMAP
YIPF1	YIPF1
SRGAP2	SRGAP2C
SRGAP2	SRGAP2B
SRGAP2	SRGAP2
EXOG	EXOG
GNA11	GNA11
MIER2	MIER2
RNF220	RNF220
DUS3L	DUS3L
ACVR2B	ACVR2B
CHERP	CHERP
KIF21B	KIF21B
C19orf44	C19orf44
IKBKE	IKBKE
CALR3	CALR3
XYLB	XYLB
PIAS4	PIAS4
FLNB	FLNB
C9ORF152	C9orf152
CCDC94	YJU2
RASSF5	RASSF5
ABHD6	ABHD6
NUB1	NUB1
ELF3	ELF3
DNASE1L3	DNASE1L3
WDR86	WDR86
IP6K2	IP6K2
CRYGN	CRYGN
CTSG	CMA1
CTSG	GZMH
CTSG	CTSG
CTSG	GZMB
S1PR4	S1PR4
EIF2D	EIF2D
NCLN	NCLN
NCKIPSD	NCKIPSD
UBA52	UBA52
CELF5	CELF5
DYRK3	DYRK3
PRKAG2	PRKAG2
MAPKAPK2	MAPKAPK2
FKBP8	FKBP8
IL10	IL10
HSD11B1L	HSD11B1L
IL19	IL19
	FCAMR
GALNT11	GALNT11
CELSR3	CELSR3
KXD1	KXD1
KMT2C	KMT2C
ELL	ELL
C1orf116	C1orf116
YOD1	YOD1
C19orf70	MICOS13
ACTR3B	ACTR3C
ACTR3B	ACTR3B
PLPP2	PLPP2
	CR2
ISYNA1	ISYNA1
XRCC2	XRCC2
TMUB1	TMUB1
FASTK	FASTK
SLC4A2	SLC4A2
SAFB	SAFB
	CR1
	TLE7
SSBP4	SSBP4
ABCB8	ABCB8
TLE2	TLE2
ATG9B	ATG9B
GDF15	GDF15
AES	TLE5
SHISA5	SHISA5
NOS3	NOS3
SAFB2	SAFB
CD34	CD34
MPND	MPND
ATRIP	ATRIP
PLXNA2	PLXNA2
KCNH2	KCNH2
STAP2	STAP2
IPPK	IPPK
AOC1	AOC1
SH3GL1	SH3GL1
CAMK1G	CAMK1G
CENPP	CENPP
	GIMAP7
ECM2	ECM2
LAMB3	LAMB3
G0S2	G0S2
BGN	ASPN
CHAF1A	CHAF1A
HSD11B1A	HSD11B1
OMD	OMD
OGN	OGN
HSD11B1B	HSD11B1
NOL8	NOL8
UBXN6	UBXN6
TRAF3IP3	TRAF3IP3
GIMAP8	GIMAP7
HDGFRP2	HDGFL2
IRF6	IRF6
KCNC4	KCNC4
PLIN4	PLIN3
PLIN4	PLIN5
SEMA6B	SEMA6B
IARS	IARS1
ANKRD24	ANKRD24
LRRC61	LRRC61
GUCA1B	GUCA1B
SIRT6	SIRT6
RARRES2	RARRES2
CREB3L3	CREB3L3
ZNF467	ZNF467
MDM4	MDM4
MAP2K2	MAP2K2
ATP2B2	ATP2B2
ARRDC2	ARRDC2
	GIMAP5
SLC6A11	SLC6A11
CTC-575C13.4	KRBOX5
SLC6A1	SLC6A1
LRRN2	LRRN2
	ZNF160
	ZNF665
	ZNF785
	ZNF347
	ZNF84
	ZNF764
	ZNF747
	ZFP92
	ZNF208
	ZNF91
	ZNF107
	ZNF729
	ZNF99
	ZNF689
	ZNF181
	ZNF302
HRH1	HRH1
ARHGEF18	ARHGEF18
LRIG2	LRIG2
ATG7	ATG7
C2CD4C	C2CD4C
	ZNF282
MAGI3	MAGI3
VGLL4	VGLL4
INSR	INSR
	TIGD3
PHTF1	PHTF1
FAM19A3	TAFA3
LEMD2	LEMD2
	ZNF777
USE1	USE1
TAMM41	TAMM41
IP6K3	IP6K3
SLC26A6	SLC26A6
MYO9B	MYO9B
UQCRC1	UQCRC1
CDC25A	CDC25A
FAM212B	INKA2
DDX20	DDX20
HAUS8	HAUS8
COPG1	COPG1
CPAMD8	CPAMD8
KCND3	KCND3
H1-10	H1-10
F2RL3	F2RL3
HMCES	HMCES
RAB7A	RAB7A
CTTNBP2NL	CTTNBP2NL
RPN1	RPN1
DHX30	DHX30
DAG1	DAG1
SMARCC1	SMARCC1
CSPG5	CSPG5
MST1	MST1
KDM4B	KDM4B
ELP6	ELP6
	DPP4
PGPEP1	PGPEP1
SCAP	SCAP
APEH	APEH
PTPN23	PTPN23
LSM4	LSM4
GIMAP7L5	GIMAP7
JUND	JUND
ARHGEF2	ARHGEF2
NFASC	NFASC
BSN	BSN
RAB3A	RAB3A
TRAIP	TRAIP
MPV17L2	MPV17L2
	CAMKV
MST1R	MST1R
MON1A	MON1A
IFI30	IFI30
CRABP2	CRABP2
ISG20L2	ISG20L2
PIK3R2	PIK3R2
RRNAD1	METTL25B
MRPL24	MRPL24
RBM6	RBM6
RBM15	RBM15
FAM188B	MINDY4
SLC16A4	SLC16A4
HDGF	HDGF
PROK1	PROK1
PRCC	PRCC
MAST3	MAST3
RAD54L2	RAD54L2
AQP1	AQP1
LAMTOR5	LAMTOR5
IL12RB1	IL12RB1
SH2D2A	SH2D2A
GHRHR	GHRHR
GOLT1A	GOLT1A
SIN3B	SIN3B
INSRR	INSRR
TMEM38A	TMEM38A
ADCYAP1R1	ADCYAP1R1
	SLC27A3
RNF126	RNF126
SMIM7	SMIM7
FANCD2	FANCD2
RPS27	RPS27
VIPR1	VIPR1
FSTL3	FSTL3
PLEKHA6	PLEKHA6
USP4	USP4
SEC22C	SEC22C
EMC3	EMC3
PPP1R15B	PPP1R15B
NUP210L	NUP210L
PRSS57	PRSS57
PIK3C2B	PIK3C2B
NKTR	NKTR
CFTII	FUT7
DSTYK	DSTYK
ZBTB47	ZBTB47
OPTC	OPTC
GPX1	GPX1
KLHL40	KLHL40
PALM	PALM
ASS1	ASS1
HHATL	HHATL
CNTN2	CNTN2
	CCDC13
URM1	URM1
TPM3	TPM3
RBBP5	RBBP5
TEX264	TEX264
SLC27A4	SLC27A4
BCL2L15	BCL2L15
GRM2	GRM2
RFX5	RFX5
MAPKAP1	MAPKAP1
	MISP
AP4B1	AP4B1
ACKR2	CYP8B1
DCLRE1B	DCLRE1B
	SELENBP1
ALAS1	ALAS1
	KIAA1958
WNT2B	WNT2B
PTBP1	PTBP1
PLPPR3	PLPPR3
PEX11B	PEX11B
CFD	CFD
UBAC1	UBAC1
ST7L	ST7L
TWF2	TWF2
MED16	MED16
SELENBP1	SELENBP1
PPM1M	PPM1M
CFAP126	CFAP126
ADAMTSL5	ADAMTSL5
CAMSAP1	CAMSAP1
R3HDM4	R3HDM4
CAPZA1	CAPZA1
WDR82	WDR82
GLYCTK	GLYCTK
BSG	BSG
SDHC	SDHC
DNAH1	DNAH1
ARID3A	ARID3A
HCN2	HCN2
MPZ	MPZ
ATP2B4	ATP2B4
NR1I3	NR1I3
KCNT1	KCNT1
MOV10	MOV10
BAP1	BAP1
THOP1	THOP1
RHOC	RHOC
POLRMT	POLRMT
SEMA3G	SEMA3G
PPM1J	PPM1J
FANCE	FANCE
B3GNT10	B3GALT9
PSMD5	PSMD5
TOMM40L	TOMM40L
ACY1	ACY1
PHF19	PHF19
UFC1	UFC1
WDR18	WDR18
KCNN3	KCNN3
GUCA1A	GUCA1A
USP21	USP21
SGTA	SGTA
ABHD14A	ABHD14A
PPOX	PPOX
TUBB4B	TUBB4B
PPARD	PPARD
B4GALT3	B4GALT3
PCBP4	PCBP4
GUCA1ANB	CIMIP3
FGF22	FGF22
C6orf132	C6orf132
ADAMTS4	ADAMTS4
SLC39A3	SLC39A3
WDR77	WDR77
PARP3	PARP3
NELFB	NELFB
ATP5PB	ATP5PB
NDUFS2	NDUFS2
RBM10	RBM5
GNG7	GNG7
FCER1G	FCER1G
GADD45B	GADD45B
ADORA3	ADORA3
C26H6ORF125	UQCC2
	FCGR1A
	FCGR3A
	FCGR2B
	FCGR3B
	FCGR2A
	FCER1A
	FCGR2C
GLE1	GLE1
CARTL	CARTPT
HJV	HJV
PRDM12	PRDM12
SEMA3F	SEMA3F
MAP1S	MAP1S
ITPR3	ITPR3
GNAT1	GNAT1
EXOSC2	EXOSC2
KIRREL	KIRREL1
FCHO1	FCHO1
ABL1	ABL1
GNAI2	GNAI2
B3GNT3	B3GNT3
BAK1	BAK1
LONP1	LONP1
SLC38A3	SLC38A3
PPP1R26	PPP1R26
JAK3	JAK3
TSPO2	TSPO2
FCN3	FIBCD1
APOBEC2	APOBEC2
CD244	CD244
SEMA3B	SEMA3B
OARD1	OARD1
C9orf116	PIERCE1
LAMC3	LAMC3
OASL	OASL
SLC1A6	SLC1A6
MRPS2	MRPS2
SLC5A5	SLC5A5
HYAL3	HYAL3
FAM69B	DIPK1B
NAA80	NAA80
SLAMF1	SLAMF1
NFYA	NFYA
FBLN2	FBLN2
CCDC124	CCDC124
WNT7A	WNT7A
C9ORF58	AIF1L
COPA	COPA
TREMB1	TREML4
TREMB1	NCR2
TRAF1	TRAF1
PTPDC1	PTPDC1
RANBP3	RANBP3
BARX1	BARX1
CNTRL	CNTRL
U6	RNU6-469P
U6	RNU6-566P
gga-mir-26a	MIR26B
gga-mir-26a	MIR26A2
	SLAMF6
	CD84
	SLAMF9
	CD2
	SLAMF7
	LY9
gga-mir-153	MIR153-2
PHF2	PHF2
RAB14	RAB14
TREMB2	TREML2
CATH2	CAMP
FAM120C	FAM120A
VANGL2	VANGL2
TCF3	TCF3
FOXP4	FOXP4
NCSTN	NCSTN
MDFI	MDFI
S100A11	S100A11
GSN	GSN
HIGD1C	HIGD1A
	GP1BA
PSMA5	PSMA5
WNK2	WNK2
STOM	STOM
NDUFA11	NDUFA11
SYPL2	SYPL2
NINJ1	NINJ1
ATXN7L2	ATXN7L2
GPR61	GPR61
DAB2IP	DAB2IP
SUSD3	SUSD3
GNAI3	GNAI3
	RPTN
TTLL11	TTLL11
BTN1A1	MOG
GNAT2	GNAT2
GSTM2	GSTM4
EPS8L3	EPS8L3
OLFML2A	OLFML2A
EEF2	EEF2
RPL35	RPL35
CSF1	CSF1
FGD3	FGD3
MARCH2	MARCHF2
C1orf74	C1orf74
BICD2	BICD2
UQCR11	UQCR11
TMEM81	TMEM81
ANGPTL4	ANGPTL4
SCAI	SCAI
TMEM40	TMEM40
MVB12B	MVB12B
TKTL1	TKT
PEAR1	PEAR1
DCP1A	DCP1A
UAP1L1	UAP1L1
MBD3	MBD3L4
MBD3	MBD3L3
MBD3	MBD3L2B
MBD3	MBD3L2
MBD3	MBD3L5
MBD3	MBD3L1
SAPCD2	SAPCD2
LCN15	LCN2
LCN15	LCN12
MEX3D	MEX3D
LRRC71	LRRC71
DAPK3	DAPK2
ZMYND19	ZMYND19
NMRK2	NMRK2
DPH7	DPH7
ARHGEF11	ARHGEF11
CACNA1D	CACNA1D
ATCAY	ATCAY
FUT6	FUT5
FUT6	FUT6
FUT6	FUT3
SCARNA2	SCARNA2
NRTN	NRTN
gga-let-7k	MIRLET7A3
gga-mir-29b-2	MIR29B2
gga-mir-29c	MIR29C
gga-mir-205a	MIR205
gga-mir-135a-3	MIR135B
PNPLA7	PNPLA7
CHDH	CHDH
ACTR8	ACTR8
SELENOK	SELENOK
KCNA2	KCNA2
UBAP2L	UBAP2L
CACNA2D3	CACNA2D3
NSMF	NSMF
HAX1	HAX1
LRTM1	LRTM1
KDM5B	KDM5B
RFX2	RFX2
FRS3	FRS3
WNT5A	WNT5A
ANAPC2	ANAPC2
OAZ1	OAZ1
AQP10	AQP10
AMH	AMH
CHIA	CHIA
ATP8B2	ATP8B2
SF3A2	SF3A2
PLEKHJ1	PLEKHJ1
IL6R	IL6R
ERC2	ERC2
PFKFB2	PFKFB2
RBM8A	RBM8A
CCDC66	CCDC66
SHE	SHE
DOT1L	DOT1L
RSBN1	RSBN1
LIX1L	LIX1L
TOR4A	TOR4A
AP3D1	AP3D1
FAM208A	TASOR
PMVK	PMVK
REN	REN
MOB3A	MOB3A
UBE2Q1	UBE2Q1
NDUFA8	NDUFA8
MORN5	MORN5
SYN2	SYN2
LHX6	LHX6
MKNK2	MKNK2
PBXIP1	PBXIP1
TIMP4	TIMP4
CHRNB2	CHRNB2
PTPN22	PTPN22
RGS3	RGS3
PYGO2	PYGO2
BTBD2	BTBD2
GSTM3	GSTM3
ADAR	ADAR
PPARG	PPARG
CSNK1G2	CSNK1G2
TSEN2	TSEN2
SCAMP4	SCAMP4
MKRN2OS	MKRN2OS
SHC1	SHC1
AMPD2	AMPD2
MKRN2	MKRN2
CKS1B	CKS1B
FLAD1	FLAD1
CDK5RAP2	CDK5RAP2
RAF1	RAF1
ABHD17A	ABHD17A
CNBP	CNBP
ISY1	ISY1
HDHD3	ALAD
BSPRY	BSPRY
ZBTB7B	ZBTB7B
KLF2	KLF18
KLF2	KLF17
KHDC4	KHDC4
RAB43	RAB43
WDR31	WDR31
DCST2	DCST2
AP1M1	AP1M1
GP9	GP9
PRPF4	PRPF4
	GBA1
CDC26	CDC26
FAM32A	FAM32A
CIB3	CIB3
SLC31A1	SLC31A1
KIAA1257	CFAP92
RAB8A	RAB8A
ENTREP3	ENTREP3
TPM4	TPM4
PPP6C	PPP6C
SCAMP3	SCAMP3
	ZNRF4
RABEPK	RABEPK
ACAD9	ACAD9
CLK2	CLK2
FKBP15	FKBP15
HSPA5	HSPA5
